name,taxid,total_length,total_gap_length,scaffold_count,scaffold_N50,contig_count,contig_N50
GCF_001745695.1,160796,222832,0,0,0,0,0
GCF_001745715.1,1814957,32729,0,0,0,0,0
GCF_001745735.1,1805952,161929,0,0,0,0,0
GCF_001745755.1,1805467,39274,0,0,0,0,0
GCF_001745775.1,1792222,44885,0,0,0,0,0
GCF_001745795.1,1654926,170770,0,0,0,0,0
GCF_001745815.1,1654740,29249,0,0,0,0,0
GCF_001745835.1,1873777,50082,0,0,0,0,0
GCF_001745855.1,1871687,32409,0,0,0,0,0
GCF_001745875.1,1852657,42201,0,0,0,0,0
GCF_001745895.1,1852627,39616,0,0,0,0,0
GCF_001745915.1,1838138,39640,0,0,0,0,0
GCF_001745935.1,1821560,59265,0,0,0,0,0
GCF_001745955.1,1815631,159878,0,0,0,0,0
GCF_001745975.1,1873895,53623,0,0,0,0,0
GCF_001745995.1,1863009,168993,0,0,0,0,0
GCF_001746015.1,1862960,22240,0,0,0,0,0
GCF_001746035.1,1837862,33697,0,0,0,0,0
GCF_001746055.1,1821228,17861,0,0,0,0,0
GCF_001746075.1,1608060,18593,0,0,0,0,0
GCF_001746095.1,1608041,11843,0,0,0,0,0
GCF_001746115.1,1891703,160985,0,0,0,0,0
GCF_001746135.1,876449,41809,0,0,0,0,0
GCF_001746155.1,1883202,44513,0,0,0,0,0
GCF_001746175.1,1868599,43773,0,0,0,0,0
GCF_001746195.1,1863011,169621,0,0,0,0,0
GCF_001746205.1,1287055,0,0,0,0,0,0
GCF_001746215.1,1287055,0,0,0,0,0,0
GCF_001746225.1,1287055,0,0,0,0,0,0
GCF_001746265.1,1587,2053066,0,0,0,0,0
GCF_001746285.1,212773,0,0,0,0,0,0
GCF_001746295.1,1890286,0,0,0,0,0,0
GCF_001746305.1,212774,0,0,0,0,0,0
GCF_001746315.1,211464,0,0,0,0,0,0
GCF_001746365.1,1890285,0,0,0,0,0,0
GCF_001746415.1,285458,0,0,0,0,0,0
GCF_001746425.1,36818,0,0,0,0,0,0
GCF_001746455.1,285458,0,0,0,0,0,0
GCF_001746465.1,285458,0,0,0,0,0,0
GCF_001746475.1,285458,0,0,0,0,0,0
GCF_001746485.1,285458,0,0,0,0,0,0
GCF_001746535.1,72407,5344576,0,0,0,0,0
GCF_001746575.1,1423,4010416,0,0,0,0,0
GCF_001746595.1,64187,4906999,0,0,0,0,0
GCF_001746635.1,64187,5033346,0,0,0,0,0
GCF_001746655.1,64187,4968717,0,0,0,0,0
GCF_001746675.1,64187,4961996,0,0,0,0,0
GCF_001746695.1,64187,4954304,0,0,0,0,0
GCF_001746715.1,64187,4936308,0,0,0,0,0
GCF_001746735.1,64187,4951791,0,0,0,0,0
GCF_001746755.1,28181,0,0,0,0,0,0
GCF_001746765.1,573,0,0,0,0,0,0
GCF_001746795.1,1238,3515597,0,0,0,0,0
GCF_001746815.1,930166,6715909,0,0,0,0,0
GCF_001746835.1,1838286,4199284,0,0,0,0,0
GCF_001746855.1,178339,2141493,61248,0,0,218,16687
GCF_001746875.1,1639,0,0,0,0,0,0
GCF_001746885.1,1639,0,0,0,0,0,0
GCF_001746915.1,1781255,0,0,0,0,0,0
GCF_001746975.1,197614,0,0,0,0,0,0
GCF_001747005.1,1562720,0,0,0,0,0,0
GCF_001747085.1,1849968,0,0,0,0,0,0
GCF_001747095.1,1889784,0,0,0,0,0,0
GCF_001747105.1,1563681,0,0,0,0,0,0
GCF_001747145.1,29385,0,0,0,0,0,0
GCF_001747155.1,29385,0,0,0,0,0,0
GCF_001747165.1,29385,0,0,0,0,0,0
GCF_001747175.1,29385,0,0,0,0,0,0
GCF_001747225.1,29385,0,0,0,0,0,0
GCF_001747235.1,29385,0,0,0,0,0,0
GCF_001747245.1,29385,0,0,0,0,0,0
GCF_001747265.1,29385,0,0,0,0,0,0
GCF_001747305.1,29385,0,0,0,0,0,0
GCF_001747315.1,29385,0,0,0,0,0,0
GCF_001747325.1,29385,0,0,0,0,0,0
GCF_001747365.1,562,0,0,0,0,0,0
GCF_001747385.1,294,5841722,0,0,0,0,0
GCF_001747405.1,274537,2797276,0,0,0,0,0
GCF_001747425.1,340345,6306386,0,0,0,0,0
GCF_001747445.1,1423,4195418,0,0,0,0,0
GCF_001747465.1,29385,0,0,0,0,0,0
GCF_001747475.1,29385,0,0,0,0,0,0
GCF_001747485.1,29385,0,0,0,0,0,0
GCF_001747495.1,237258,0,0,0,0,0,0
GCF_001747545.1,29385,0,0,0,0,0,0
GCF_001747555.1,29385,0,0,0,0,0,0
GCF_001747575.1,29385,0,0,0,0,0,0
GCF_001747585.1,29385,0,0,0,0,0,0
GCF_001747625.1,29385,0,0,0,0,0,0
GCF_001747645.1,29385,0,0,0,0,0,0
GCF_001747655.1,29385,0,0,0,0,0,0
GCF_001747665.1,29385,0,0,0,0,0,0
GCF_001747705.1,61015,0,0,0,0,0,0
GCF_001747725.1,1288,0,0,0,0,0,0
GCF_001747735.1,1288,0,0,0,0,0,0
GCF_001747745.1,1288,0,0,0,0,0,0
GCF_001747785.1,246432,0,0,0,0,0,0
GCF_001747805.1,246432,0,0,0,0,0,0
GCF_001747815.1,246432,0,0,0,0,0,0
GCF_001747825.1,246432,0,0,0,0,0,0
GCF_001747865.1,246432,0,0,0,0,0,0
GCF_001747885.1,246432,0,0,0,0,0,0
GCF_001747895.1,246432,0,0,0,0,0,0
GCF_001747905.1,246432,0,0,0,0,0,0
GCF_001747945.1,246432,0,0,0,0,0,0
GCF_001747965.1,246432,0,0,0,0,0,0
GCF_001747975.1,29385,0,0,0,0,0,0
GCF_001747995.1,246432,0,0,0,0,0,0
GCF_001748025.1,1288,0,0,0,0,0,0
GCF_001748045.1,1288,0,0,0,0,0,0
GCF_001748065.1,1255,0,0,0,0,0,0
GCF_001748085.1,549819,0,0,0,0,0,0
GCF_001748105.1,1280,0,0,0,0,0,0
GCF_001748125.1,1280,0,0,0,0,0,0
GCF_001748145.1,506668,0,0,0,0,0,0
GCF_001748165.1,913267,0,0,0,0,0,0
GCF_001748185.1,1393,0,0,0,0,0,0
GCF_001748205.1,1581850,0,0,0,0,0,0
GCF_001748225.1,1592317,0,0,0,0,0,0
GCF_001748265.1,1826671,0,0,0,0,0,0
GCF_001748285.1,732234,0,0,0,0,0,0
GCF_001748305.1,285500,0,0,0,0,0,0
GCF_001748345.1,1218102,0,0,0,0,0,0
GCF_001748365.1,1048380,0,0,0,0,0,0
GCF_001748385.1,867917,0,0,0,0,0,0
GCF_001748445.1,1522141,0,0,0,0,0,0
GCF_001748465.1,1883406,0,0,0,0,0,0
GCF_001748485.1,1883407,0,0,0,0,0,0
GCF_001748525.1,562,0,0,0,0,0,0
GCF_001748535.1,562,0,0,0,0,0,0
GCF_001748545.1,562,0,0,0,0,0,0
GCF_001748555.1,562,0,0,0,0,0,0
GCF_001748605.1,562,0,0,0,0,0,0
GCF_001748615.1,562,0,0,0,0,0,0
GCF_001748625.1,562,0,0,0,0,0,0
GCF_001748635.1,562,0,0,0,0,0,0
GCF_001748685.1,562,0,0,0,0,0,0
GCF_001748695.1,562,0,0,0,0,0,0
GCF_001748715.1,562,0,0,0,0,0,0
GCF_001748735.1,562,0,0,0,0,0,0
GCF_001748765.1,562,0,0,0,0,0,0
GCF_001748805.1,562,0,0,0,0,0,0
GCF_001748815.1,562,0,0,0,0,0,0
GCF_001748825.1,562,0,0,0,0,0,0
GCF_001748835.1,562,0,0,0,0,0,0
GCF_001748885.1,562,0,0,0,0,0,0
GCF_001748895.1,562,0,0,0,0,0,0
GCF_001748905.1,562,0,0,0,0,0,0
GCF_001748915.1,562,0,0,0,0,0,0
GCF_001748965.1,562,0,0,0,0,0,0
GCF_001748975.1,562,0,0,0,0,0,0
GCF_001748985.1,562,0,0,0,0,0,0
GCF_001748995.1,562,0,0,0,0,0,0
GCF_001749045.1,562,0,0,0,0,0,0
GCF_001749055.1,562,0,0,0,0,0,0
GCF_001749065.1,562,0,0,0,0,0,0
GCF_001749075.1,562,0,0,0,0,0,0
GCF_001749125.1,562,0,0,0,0,0,0
GCF_001749135.1,562,0,0,0,0,0,0
GCF_001749145.1,562,0,0,0,0,0,0
GCF_001749155.1,562,0,0,0,0,0,0
GCF_001749205.1,562,0,0,0,0,0,0
GCF_001749215.1,562,0,0,0,0,0,0
GCF_001749225.1,562,0,0,0,0,0,0
GCF_001749235.1,562,0,0,0,0,0,0
GCF_001749285.1,562,0,0,0,0,0,0
GCF_001749295.1,562,0,0,0,0,0,0
GCF_001749315.1,562,0,0,0,0,0,0
GCF_001749325.1,562,0,0,0,0,0,0
GCF_001749365.1,562,0,0,0,0,0,0
GCF_001749375.1,562,0,0,0,0,0,0
GCF_001749385.1,562,0,0,0,0,0,0
GCF_001749415.1,562,0,0,0,0,0,0
GCF_001749435.1,562,0,0,0,0,0,0
GCF_001749455.1,562,0,0,0,0,0,0
GCF_001749465.1,562,0,0,0,0,0,0
GCF_001749505.1,562,0,0,0,0,0,0
GCF_001749525.1,562,0,0,0,0,0,0
GCF_001749535.1,562,0,0,0,0,0,0
GCF_001749565.1,562,0,0,0,0,0,0
GCF_001749585.1,562,0,0,0,0,0,0
GCF_001749595.1,562,0,0,0,0,0,0
GCF_001749625.1,562,0,0,0,0,0,0
GCF_001749635.1,562,0,0,0,0,0,0
GCF_001749665.1,562,0,0,0,0,0,0
GCF_001749675.1,562,0,0,0,0,0,0
GCF_001749705.1,562,0,0,0,0,0,0
GCF_001749735.1,1904754,0,0,0,0,0,0
GCF_001749745.1,1560235,0,0,0,0,0,0
GCF_001749845.1,1639,0,0,0,0,0,0
GCF_001749855.1,1639,0,0,0,0,0,0
GCF_001749885.1,1639,0,0,0,0,0,0
GCF_001749905.1,1639,0,0,0,0,0,0
GCF_001749925.1,1639,0,0,0,0,0,0
GCF_001749945.1,1639,0,0,0,0,0,0
GCF_001749965.1,1639,0,0,0,0,0,0
GCF_001749985.1,1639,0,0,0,0,0,0
GCF_001750065.2,222805,6330036,0,0,0,0,0
GCF_001750105.1,1769779,3864326,0,0,0,0,0
GCF_001750115.1,1849031,3208634,0,0,0,0,0
GCF_001750145.1,1849032,4792631,0,0,0,0,0
GCF_001750165.1,43657,6223983,0,0,0,0,0
GCF_001750185.1,43657,6221248,0,0,0,0,0
GCF_001750205.1,287,0,0,0,0,0,0
GCF_001750215.1,139208,0,0,0,0,0,0
GCF_001750225.1,287,0,0,0,0,0,0
GCF_001750235.1,1270,0,0,0,0,0,0
GCF_001750285.1,1714016,0,0,0,0,0,0
GCF_001750295.1,28108,0,0,0,0,0,0
GCF_001750305.1,28108,0,0,0,0,0,0
GCF_001750315.1,28108,0,0,0,0,0,0
GCF_001750365.1,28108,0,0,0,0,0,0
GCF_001750405.1,43657,6221346,0,0,0,0,0
GCF_001750425.1,287,0,0,0,0,0,0
GCF_001750465.1,303,0,0,0,0,0,0
GCF_001750505.1,29486,0,0,0,0,0,0
GCF_001750525.1,1747,0,0,0,0,0,0
GCF_001750535.1,1747,0,0,0,0,0,0
GCF_001750545.1,1747,0,0,0,0,0,0
GCF_001750555.1,1747,0,0,0,0,0,0
GCF_001750605.1,1747,0,0,0,0,0,0
GCF_001750685.1,1424294,5817221,0,0,0,0,0
GCF_001750705.1,287,6866790,0,0,0,0,0
GCF_001750725.1,299767,4952770,0,0,0,0,0
GCF_001750745.1,135461,4217945,280,0,0,14,1081448
GCF_001750785.1,285473,6543262,0,0,0,0,0
GCF_001750805.1,573,5759206,0,0,0,0,0
GCF_001750825.1,487,2191116,0,0,0,0,0
GCF_001750845.1,562,5100852,0,0,0,0,0
GCF_001750865.1,1773,4378588,0,0,0,0,0
GCF_001750885.1,1352,3168410,0,0,0,0,0
GCF_001751245.1,1075402,0,0,0,0,0,0
GCF_001751255.1,518642,0,0,0,0,0,0
GCF_001751305.1,518642,0,0,0,0,0,0
GCF_001751345.1,933944,0,0,0,0,0,0
GCF_001751365.1,933944,0,0,0,0,0,0
GCF_001751375.1,943816,0,0,0,0,0,0
GCF_001751405.1,1639,0,0,0,0,0,0
GCF_001751425.1,1639,0,0,0,0,0,0
GCF_001751435.1,1639,0,0,0,0,0,0
GCF_001751445.1,1639,0,0,0,0,0,0
GCF_001751455.1,1639,0,0,0,0,0,0
GCF_001751505.1,1639,0,0,0,0,0,0
GCF_001751525.1,1639,0,0,0,0,0,0
GCF_001751535.1,1639,0,0,0,0,0,0
GCF_001751545.1,1639,0,0,0,0,0,0
GCF_001751585.1,1639,0,0,0,0,0,0
GCF_001751605.1,1639,0,0,0,0,0,0
GCF_001751615.1,1639,0,0,0,0,0,0
GCF_001751635.1,1639,0,0,0,0,0,0
GCF_001751665.1,1639,0,0,0,0,0,0
GCF_001751685.1,1639,0,0,0,0,0,0
GCF_001751695.1,1639,0,0,0,0,0,0
GCF_001751705.1,1639,0,0,0,0,0,0
GCF_001751745.1,1639,0,0,0,0,0,0
GCF_001751765.1,1639,0,0,0,0,0,0
GCF_001751775.1,1639,0,0,0,0,0,0
GCF_001751785.1,1639,0,0,0,0,0,0
GCF_001751825.1,1639,0,0,0,0,0,0
GCF_001751845.1,1639,0,0,0,0,0,0
GCF_001751855.1,1639,0,0,0,0,0,0
GCF_001751865.1,1639,0,0,0,0,0,0
GCF_001751885.1,1639,0,0,0,0,0,0
GCF_001751925.1,1639,0,0,0,0,0,0
GCF_001751965.1,1639,0,0,0,0,0,0
GCF_001751975.1,1639,0,0,0,0,0,0
GCF_001752005.1,1639,0,0,0,0,0,0
GCF_001752025.1,1639,0,0,0,0,0,0
GCF_001752045.1,1639,0,0,0,0,0,0
GCF_001752055.1,1639,0,0,0,0,0,0
GCF_001752075.1,1639,0,0,0,0,0,0
GCF_001752105.1,1639,0,0,0,0,0,0
GCF_001752125.1,1639,0,0,0,0,0,0
GCF_001752145.1,1639,0,0,0,0,0,0
GCF_001752155.1,1639,0,0,0,0,0,0
GCF_001752175.1,1639,0,0,0,0,0,0
GCF_001752205.1,1639,0,0,0,0,0,0
GCF_001752225.1,1639,0,0,0,0,0,0
GCF_001752245.1,1639,0,0,0,0,0,0
GCF_001752255.1,1639,0,0,0,0,0,0
GCF_001752285.1,1639,0,0,0,0,0,0
GCF_001752305.1,1639,0,0,0,0,0,0
GCF_001752325.1,1639,0,0,0,0,0,0
GCF_001752345.1,436515,0,0,0,0,0,0
GCF_001752365.1,1897620,0,0,0,0,0,0
GCF_001752395.1,1628148,0,0,0,0,0,0
GCF_001752425.1,435906,0,0,0,0,0,0
GCF_001752465.1,123834,0,0,0,0,0,0
GCF_001752475.1,123834,0,0,0,0,0,0
GCF_001752505.1,336988,0,0,0,0,0,0
GCF_001752515.1,336988,0,0,0,0,0,0
GCF_001752545.1,336988,0,0,0,0,0,0
GCF_001752665.1,955,0,0,0,0,0,0
GCF_001752685.1,492670,3921833,0,0,0,0,0
GCF_001752705.1,446,3415559,0,0,0,0,0
GCF_001752725.1,446,3402046,0,0,0,0,0
GCF_001752745.1,446,3447085,0,0,0,0,0
GCF_001752765.1,446,3408562,0,0,0,0,0
GCF_001752785.1,446,3447085,0,0,0,0,0
GCF_001752805.1,446,3409009,0,0,0,0,0
GCF_001752825.1,446,3447086,0,0,0,0,0
GCF_001752845.1,446,3457332,0,0,0,0,0
GCF_001752865.1,446,3404162,0,0,0,0,0
GCF_001752885.1,446,3453407,0,0,0,0,0
GCF_001752905.1,446,3409361,0,0,0,0,0
GCF_001752925.1,446,3419720,0,0,0,0,0
GCF_001752945.1,446,3404196,0,0,0,0,0
GCF_001752965.1,446,3359444,0,0,0,0,0
GCF_001753065.1,446,3478092,0,0,0,0,0
GCF_001753085.1,446,3504074,0,0,0,0,0
GCF_001753105.1,446,3368319,0,0,0,0,0
GCF_001753125.1,446,3416875,0,0,0,0,0
GCF_001753145.1,446,3411341,0,0,0,0,0
GCF_001753165.1,160660,3526118,6013,0,0,3,3034452
GCF_001753185.1,1905288,6790399,0,0,0,0,0
GCF_001753205.1,1421,3436578,0,0,0,0,0
GCF_001753225.1,180282,7195716,0,0,0,0,0
GCF_001753245.1,160660,3566941,0,0,0,0,0
GCF_001753265.1,446,3408408,0,0,0,0,0
GCF_001753285.1,446,3465352,0,0,0,0,0
GCF_001753305.1,446,3416758,0,0,0,0,0
GCF_001753325.1,446,3493393,0,0,0,0,0
GCF_001753345.1,446,3405173,0,0,0,0,0
GCF_001753365.1,446,3425999,0,0,0,0,0
GCF_001753385.1,446,3455562,0,0,0,0,0
GCF_001753405.1,446,3415559,0,0,0,0,0
GCF_001753425.1,1888,8308430,0,0,0,0,0
GCF_001753445.1,83334,5509007,0,0,0,0,0
GCF_001753465.1,83334,5500773,0,0,0,0,0
GCF_001753485.1,83334,5530258,0,0,0,0,0
GCF_001753505.1,83334,5509229,0,0,0,0,0
GCF_001753525.1,83334,5503176,0,0,0,0,0
GCF_001753545.1,83334,5531320,0,0,0,0,0
GCF_001753565.1,83334,5497141,0,0,0,0,0
GCF_001753585.1,92830,0,0,0,0,0,0
GCF_001753595.1,1262585,0,0,0,0,0,0
GCF_001753605.1,1776741,0,0,0,0,0,0
GCF_001753645.1,1904462,0,0,0,0,0,0
GCF_001753675.2,392547,0,0,0,0,0,0
GCF_001753695.1,1487,0,0,0,0,0,0
GCF_001753705.1,518642,0,0,0,0,0,0
GCF_001753775.1,436515,0,0,0,0,0,0
GCF_001753835.1,76759,0,0,0,0,0,0
GCF_001753855.1,1661060,0,0,0,0,0,0
GCF_001753875.1,1661061,0,0,0,0,0,0
GCF_001753895.1,1661035,0,0,0,0,0,0
GCF_001753915.1,1661037,0,0,0,0,0,0
GCF_001753935.1,1661041,0,0,0,0,0,0
GCF_001753955.1,1661054,0,0,0,0,0,0
GCF_001753975.1,1661056,0,0,0,0,0,0
GCF_001754005.1,1590,0,0,0,0,0,0
GCF_001754025.1,1590,0,0,0,0,0,0
GCF_001754075.1,1653435,0,0,0,0,0,0
GCF_001754105.1,38837,10182,0,0,0,0,0
GCF_001754125.1,1608067,15462,0,0,0,0,0
GCF_001754145.1,1821549,53717,0,0,0,0,0
GCF_001754165.1,1278479,194437,0,0,0,0,0
GCF_001754185.1,1608101,12349,0,0,0,0,0
GCF_001754205.1,1608094,18291,0,0,0,0,0
GCF_001754225.1,1608089,13408,0,0,0,0,0
GCF_001754245.1,687803,174307,0,0,0,0,0
GCF_001754265.1,1718278,46877,0,0,0,0,0
GCF_001754285.1,1543203,60606,0,0,0,0,0
GCF_001754305.1,1821566,98136,0,0,0,0,0
GCF_001754325.1,1821562,47880,0,0,0,0,0
GCF_001754345.1,1821556,50346,0,0,0,0,0
GCF_001754365.1,1821551,50636,0,0,0,0,0
GCF_001754385.1,1815972,52561,0,0,0,0,0
GCF_001754405.1,1805457,77832,0,0,0,0,0
GCF_001754425.1,1796994,51290,0,0,0,0,0
GCF_001754445.1,1608114,11541,0,0,0,0,0
GCF_001754465.1,1608119,11103,0,0,0,0,0
GCF_001754485.1,1608127,10855,0,0,0,0,0
GCF_001754505.1,1608146,10833,0,0,0,0,0
GCF_001754525.1,1904439,8126,0,0,0,0,0
GCF_001754545.1,1608075,13309,0,0,0,0,0
GCF_001754565.1,1608066,12291,0,0,0,0,0
GCF_001754585.1,1796997,59443,0,0,0,0,0
GCF_001754605.1,1608105,14731,0,0,0,0,0
GCF_001754625.1,1608100,7202,0,0,0,0,0
GCF_001754645.1,1608093,12860,0,0,0,0,0
GCF_001754665.1,1608088,10787,0,0,0,0,0
GCF_001754685.1,1792032,221908,0,0,0,0,0
GCF_001754705.1,1647400,41170,0,0,0,0,0
GCF_001754725.1,1543201,43602,0,0,0,0,0
GCF_001754745.1,1821565,51884,0,0,0,0,0
GCF_001754765.1,1821561,46895,0,0,0,0,0
GCF_001754785.1,1821554,76972,0,0,0,0,0
GCF_001754805.1,1821541,44872,0,0,0,0,0
GCF_001754825.1,1815969,53486,0,0,0,0,0
GCF_001754845.1,1796998,43267,0,0,0,0,0
GCF_001754865.1,1792253,53411,0,0,0,0,0
GCF_001754885.1,1608112,11165,0,0,0,0,0
GCF_001754905.1,1608139,15940,0,0,0,0,0
GCF_001754925.1,1608126,10802,0,0,0,0,0
GCF_001754945.1,1608144,10729,0,0,0,0,0
GCF_001754965.1,1903340,10588,0,0,0,0,0
GCF_001754985.1,1608068,20231,0,0,0,0,0
GCF_001755005.1,1608141,12774,0,0,0,0,0
GCF_001755025.1,1543199,39696,0,0,0,0,0
GCF_001755045.1,1608102,12247,0,0,0,0,0
GCF_001755065.1,1608095,10151,0,0,0,0,0
GCF_001755085.1,1608090,11280,0,0,0,0,0
GCF_001755105.1,1608083,19171,0,0,0,0,0
GCF_001755125.1,1784956,52129,0,0,0,0,0
GCF_001755145.1,1543205,52437,0,0,0,0,0
GCF_001755165.1,1821723,53935,0,0,0,0,0
GCF_001755185.1,1821563,50127,0,0,0,0,0
GCF_001755205.1,1821557,42979,0,0,0,0,0
GCF_001755225.1,1821552,43982,0,0,0,0,0
GCF_001755245.1,1821537,43516,0,0,0,0,0
GCF_001755265.1,1805459,52428,0,0,0,0,0
GCF_001755285.1,1796995,58871,0,0,0,0,0
GCF_001755305.1,1792269,43293,0,0,0,0,0
GCF_001755325.1,1608110,12734,0,0,0,0,0
GCF_001755345.1,1608134,13706,0,0,0,0,0
GCF_001755365.1,1899219,2749,0,0,0,0,0
GCF_001755385.1,1903318,7753,0,0,0,0,0
GCF_001755405.1,1608072,10925,0,0,0,0,0
GCF_001755425.1,1608065,13732,0,0,0,0,0
GCF_001755445.1,1608109,13490,0,0,0,0,0
GCF_001755465.1,1608104,12651,0,0,0,0,0
GCF_001755485.1,1608097,10937,0,0,0,0,0
GCF_001755505.1,1608091,9591,0,0,0,0,0
GCF_001755525.1,1608085,8683,0,0,0,0,0
GCF_001755545.1,1784982,50509,0,0,0,0,0
GCF_001755565.1,1605379,104906,0,0,0,0,0
GCF_001755585.1,1821727,48670,0,0,0,0,0
GCF_001755605.1,1821564,59337,0,0,0,0,0
GCF_001755625.1,1821559,49286,0,0,0,0,0
GCF_001755645.1,1821553,49894,0,0,0,0,0
GCF_001755665.1,1821538,42395,0,0,0,0,0
GCF_001755685.1,1815608,54751,0,0,0,0,0
GCF_001755705.1,1796996,58560,0,0,0,0,0
GCF_001755725.1,1608058,9924,0,0,0,0,0
GCF_001755745.1,1608111,14191,0,0,0,0,0
GCF_001755765.1,1608137,10306,0,0,0,0,0
GCF_001755785.1,1608123,11370,0,0,0,0,0
GCF_001755805.1,1608140,12072,0,0,0,0,0
GCF_001755825.1,1840644,14623,0,0,0,0,0
GCF_001755835.1,41899,0,0,0,0,0,0
GCF_001755865.1,90371,0,0,0,0,0,0
GCF_001755875.1,90371,0,0,0,0,0,0
GCF_001755885.1,90371,0,0,0,0,0,0
GCF_001755895.1,90371,0,0,0,0,0,0
GCF_001755945.1,90371,0,0,0,0,0,0
GCF_001755955.1,90371,0,0,0,0,0,0
GCF_001755985.1,90371,0,0,0,0,0,0
GCF_001755995.1,90371,0,0,0,0,0,0
GCF_001756025.1,90371,0,0,0,0,0,0
GCF_001756035.1,90371,0,0,0,0,0,0
GCF_001756065.1,90371,0,0,0,0,0,0
GCF_001756075.1,90371,0,0,0,0,0,0
GCF_001756105.1,90371,0,0,0,0,0,0
GCF_001756125.1,90371,0,0,0,0,0,0
GCF_001756135.1,90371,0,0,0,0,0,0
GCF_001756155.1,90371,0,0,0,0,0,0
GCF_001756185.1,90371,0,0,0,0,0,0
GCF_001756205.1,90371,0,0,0,0,0,0
GCF_001756215.1,90371,0,0,0,0,0,0
GCF_001756245.1,90371,0,0,0,0,0,0
GCF_001756265.1,1428,0,0,0,0,0,0
GCF_001756285.1,1742262,0,0,0,0,0,0
GCF_001756325.1,644,0,0,0,0,0,0
GCF_001756345.1,644,0,0,0,0,0,0
GCF_001756355.1,287,0,0,0,0,0,0
GCF_001756405.1,287,0,0,0,0,0,0
GCF_001756425.1,287,0,0,0,0,0,0
GCF_001756435.1,287,0,0,0,0,0,0
GCF_001756445.1,287,0,0,0,0,0,0
GCF_001756485.1,287,0,0,0,0,0,0
GCF_001756495.1,287,0,0,0,0,0,0
GCF_001756515.1,287,0,0,0,0,0,0
GCF_001756525.1,287,0,0,0,0,0,0
GCF_001756565.1,47715,0,0,0,0,0,0
GCF_001756585.1,287,0,0,0,0,0,0
GCF_001756595.1,930,0,0,0,0,0,0
GCF_001756615.1,56804,0,0,0,0,0,0
GCF_001756645.1,1280,0,0,0,0,0,0
GCF_001756665.1,1280,0,0,0,0,0,0
GCF_001756675.1,33059,0,0,0,0,0,0
GCF_001756685.1,1283,0,0,0,0,0,0
GCF_001756725.1,33059,0,0,0,0,0,0
GCF_001756745.1,33059,0,0,0,0,0,0
GCF_001756795.1,1866905,0,0,0,0,0,0
GCF_001756815.1,470,0,0,0,0,0,0
GCF_001756855.1,252393,0,0,0,0,0,0
GCF_001756865.1,1680,0,0,0,0,0,0
GCF_001756925.1,1906,0,0,0,0,0,0
GCF_001757105.1,1656094,0,0,0,0,0,0
GCF_001757355.1,1592790,0,0,0,0,0,0
GCF_001757405.1,1773,0,0,0,0,0,0
GCF_001757415.1,2754,0,0,0,0,0,0
GCF_001757445.1,1773,0,0,0,0,0,0
GCF_001757465.1,2754,0,0,0,0,0,0
GCF_001757485.1,2754,0,0,0,0,0,0
GCF_001757495.1,2754,0,0,0,0,0,0
GCF_001757565.1,2754,0,0,0,0,0,0
GCF_001757585.1,1496,0,0,0,0,0,0
GCF_001757605.1,1496,0,0,0,0,0,0
GCF_001757615.1,1496,0,0,0,0,0,0
GCF_001757625.1,1496,0,0,0,0,0,0
GCF_001757665.1,1833762,0,0,0,0,0,0
GCF_001757675.1,1428,0,0,0,0,0,0
GCF_001757685.1,1428,0,0,0,0,0,0
GCF_001757695.1,1428,0,0,0,0,0,0
GCF_001757745.1,1428,0,0,0,0,0,0
GCF_001757755.1,1428,0,0,0,0,0,0
GCF_001757775.1,1428,0,0,0,0,0,0
GCF_001757785.1,86662,0,0,0,0,0,0
GCF_001757825.1,86662,0,0,0,0,0,0
GCF_001757835.1,86662,0,0,0,0,0,0
GCF_001757845.1,86662,0,0,0,0,0,0
GCF_001757875.1,86662,0,0,0,0,0,0
GCF_001757905.1,86662,0,0,0,0,0,0
GCF_001757915.1,86662,0,0,0,0,0,0
GCF_001757935.1,86662,0,0,0,0,0,0
GCF_001757965.1,86662,0,0,0,0,0,0
GCF_001757985.1,86662,0,0,0,0,0,0
GCF_001757995.1,86662,0,0,0,0,0,0
GCF_001758015.1,86662,0,0,0,0,0,0
GCF_001758065.1,470,0,0,0,0,0,0
GCF_001758085.1,470,0,0,0,0,0,0
GCF_001758125.1,470,0,0,0,0,0,0
GCF_001758135.1,470,0,0,0,0,0,0
GCF_001758165.1,470,0,0,0,0,0,0
GCF_001758195.1,1524254,0,0,0,0,0,0
GCF_001758225.1,1869167,0,0,0,0,0,0
GCF_001758245.1,562,0,0,0,0,0,0
GCF_001758265.1,36855,0,0,0,0,0,0
GCF_001758275.1,373,0,0,0,0,0,0
GCF_001758305.1,373,0,0,0,0,0,0
GCF_001758315.1,1392,0,0,0,0,0,0
GCF_001758345.1,202956,0,0,0,0,0,0
GCF_001758365.1,1121290,0,0,0,0,0,0
GCF_001758385.2,488447,0,0,0,0,0,0
GCF_001758425.2,1881858,0,0,0,0,0,0
GCF_001758445.1,90371,0,0,0,0,0,0
GCF_001758465.1,1856405,0,0,0,0,0,0
GCF_001758525.1,90371,0,0,0,0,0,0
GCF_001758545.1,1781067,0,0,0,0,0,0
GCF_001758565.1,1633785,1267840,44314,0,0,249,14537
GCF_001758605.1,670,5015214,0,0,0,0,0
GCF_001758625.1,1537274,0,0,0,0,0,0
GCF_001758635.1,29581,0,0,0,0,0,0
